2D,schooId,string,0,1,2,3,4,5
1997_8_3,尚未配置,,;,;,;,;,;,;
1997_8_4,尚未配置,,;,;,;,;,;,;
1997_8_5,尚未配置,,;,;,;,;,;,;
1997_8_6,尚未配置,,;,;,;,;,;,;
1997_8_7,尚未配置,,;,;,;,;,;,;
1997_8_8,尚未配置,,;,;,;,;,;,;
1997_8_9,尚未配置,,;,;,;,;,;,;
1997_8_10,尚未配置,,;,;,;,;,;,;
1997_8_11,尚未配置,,;,;,;,;,;,;
1997_8_12,尚未配置,,;,;,;,;,;,;
1997_8_13,尚未配置,,;,;,;,;,;,;
1997_8_14,尚未配置,,;,;,;,;,;,;
1997_8_15,尚未配置,,;,;,;,;,;,;
1997_8_16,尚未配置,,;,;,;,;,;,;
1997_8_17,尚未配置,,;,;,;,;,;,;
1997_8_18,尚未配置,,;,;,;,;,;,;
1997_8_19,尚未配置,,;,;,;,;,;,;
1997_8_20,尚未配置,,;,;,;,;,;,;
1997_8_21,尚未配置,,;,;,;,;,;,;
1997_8_22,尚未配置,,;,;,;,;,;,;
1997_8_23,尚未配置,,;,;,;,;,;,;
1997_8_24,尚未配置,,;,;,;,;,;,;
1997_8_25,尚未配置,,;,;,;,;,;,;
1997_8_26,尚未配置,,;,;,;,;,;,;
1997_8_27,尚未配置,,;,;,;,;,;,;
1997_8_28,尚未配置,,;,;,;,;,;,;
1997_8_29,尚未配置,,;,;,;,;,;,;
1997_8_30,尚未配置,,;,;,;,;,;,;
1997_8_31,尚未配置,,;,;,;,;,;,;
1997_9_1,尚未配置,,;,;,;,;,;,;
1997_9_2,尚未配置,,;,;,;,;,;,;
1997_9_3,尚未配置,,;,;,;,;,;,;
1997_9_4,尚未配置,,;,;,;,;,;,;
1997_9_5,尚未配置,,;,;,;,;,;,;
1997_9_6,尚未配置,,;,;,;,;,;,;
1997_9_7,尚未配置,,;,;,;,;,;,;
1997_9_8,尚未配置,,;,;,;,;,;,;
1997_9_9,尚未配置,,;,;,;,;,;,;
1997_9_10,尚未配置,,;,;,;,;,;,;
1997_9_11,尚未配置,,;,;,;,;,;,;
1997_9_12,尚未配置,,;,;,;,;,;,;
1997_9_13,尚未配置,,;,;,;,;,;,;
1997_9_14,尚未配置,,;,;,;,;,;,;
1997_9_15,尚未配置,,;,;,;,;,;,;
1997_9_16,尚未配置,,;,;,;,;,;,;
1997_9_17,尚未配置,,;,;,;,;,;,;
1997_9_18,尚未配置,,;,;,;,;,;,;
1997_9_19,尚未配置,,;,;,;,;,;,;
1997_9_20,尚未配置,,;,;,;,;,;,;
1997_9_21,尚未配置,,;,;,;,;,;,;
1997_9_22,尚未配置,,;,;,;,;,;,;
1997_9_23,尚未配置,,;,;,;,;,;,;
1997_9_24,尚未配置,,;,;,;,;,;,;
1997_9_25,尚未配置,,;,;,;,;,;,;
1997_9_26,尚未配置,,;,;,;,;,;,;
1997_9_27,尚未配置,,;,;,;,;,;,;
1997_9_28,尚未配置,,;,;,;,;,;,;
1997_9_29,尚未配置,,;,;,;,;,;,;
1997_9_30,尚未配置,,;,;,;,;,;,;
1997_10_1,尚未配置,,;,;,;,;,;,;
1997_10_2,尚未配置,,;,;,;,;,;,;
1997_10_3,尚未配置,,;,;,;,;,;,;
1997_10_4,尚未配置,,;,;,;,;,;,;
1997_10_5,尚未配置,,;,;,;,;,;,;
1997_10_6,尚未配置,,;,;,;,;,;,;
1997_10_7,尚未配置,,;,;,;,;,;,;
1997_10_8,尚未配置,,;,;,;,;,;,;
1997_10_9,尚未配置,,;,;,;,;,;,;
1997_10_10,尚未配置,,;,;,;,;,;,;
1997_10_11,尚未配置,,;,;,;,;,;,;
1997_10_12,尚未配置,,;,;,;,;,;,;
1997_10_13,尚未配置,,;,;,;,;,;,;
1997_10_14,尚未配置,,;,;,;,;,;,;
1997_10_15,尚未配置,,;,;,;,;,;,;
1997_10_16,尚未配置,,;,;,;,;,;,;
1997_10_17,尚未配置,,;,;,;,;,;,;
1997_10_18,尚未配置,,;,;,;,;,;,;
1997_10_19,尚未配置,,;,;,;,;,;,;
1997_10_20,尚未配置,,;,;,;,;,;,;
1997_10_21,尚未配置,,;,;,;,;,;,;
1997_10_22,尚未配置,,;,;,;,;,;,;
1997_10_23,尚未配置,,;,;,;,;,;,;
1997_10_24,尚未配置,,;,;,;,;,;,;
1997_10_25,尚未配置,,;,;,;,;,;,;
1997_10_26,尚未配置,,;,;,;,;,;,;
1997_10_27,尚未配置,,;,;,;,;,;,;
1997_10_28,尚未配置,,;,;,;,;,;,;
1997_10_29,尚未配置,,;,;,;,;,;,;
1997_10_30,尚未配置,,;,;,;,;,;,;
1997_10_31,尚未配置,,;,;,;,;,;,;
1997_11_1,尚未配置,,;,;,;,;,;,;
1997_11_2,尚未配置,,;,;,;,;,;,;
1997_11_3,尚未配置,,;,;,;,;,;,;
1997_11_4,尚未配置,,;,;,;,;,;,;
1997_11_5,尚未配置,,;,;,;,;,;,;
1997_11_6,尚未配置,,;,;,;,;,;,;
1997_11_7,尚未配置,,;,;,;,;,;,;
1997_11_8,尚未配置,,;,;,;,;,;,;
1997_11_9,尚未配置,,;,;,;,;,;,;
1997_11_10,尚未配置,,;,;,;,;,;,;
1997_11_11,尚未配置,,;,;,;,;,;,;
1997_11_12,尚未配置,,;,;,;,;,;,;
1997_11_13,尚未配置,,;,;,;,;,;,;
1997_11_14,尚未配置,,;,;,;,;,;,;
1997_11_15,尚未配置,,;,;,;,;,;,;
1997_11_16,尚未配置,,;,;,;,;,;,;
1997_11_17,尚未配置,,;,;,;,;,;,;
1997_11_18,尚未配置,,;,;,;,;,;,;
1997_11_19,尚未配置,,;,;,;,;,;,;
1997_11_20,尚未配置,,;,;,;,;,;,;
1997_11_21,尚未配置,,;,;,;,;,;,;
1997_11_22,尚未配置,,;,;,;,;,;,;
1997_11_23,尚未配置,,;,;,;,;,;,;
1997_11_24,尚未配置,,;,;,;,;,;,;
1997_11_25,尚未配置,,;,;,;,;,;,;
1997_11_26,尚未配置,,;,;,;,;,;,;
1997_11_27,尚未配置,,;,;,;,;,;,;
1997_11_28,尚未配置,,;,;,;,;,;,;
1997_11_29,尚未配置,,;,;,;,;,;,;
1997_11_30,尚未配置,,;,;,;,;,;,;
1997_12_1,尚未配置,,;,;,;,;,;,;
1997_12_2,尚未配置,,;,;,;,;,;,;
1997_12_3,尚未配置,,;,;,;,;,;,;
1997_12_4,尚未配置,,;,;,;,;,;,;
1997_12_5,尚未配置,,;,;,;,;,;,;
1997_12_6,尚未配置,,;,;,;,;,;,;
1997_12_7,尚未配置,,;,;,;,;,;,;
1997_12_8,尚未配置,,;,;,;,;,;,;
1997_12_9,尚未配置,,;,;,;,;,;,;
1997_12_10,尚未配置,,;,;,;,;,;,;
1997_12_11,尚未配置,,;,;,;,;,;,;
1997_12_12,尚未配置,,;,;,;,;,;,;
1997_12_13,尚未配置,,;,;,;,;,;,;
1997_12_14,尚未配置,,;,;,;,;,;,;
1997_12_15,尚未配置,,;,;,;,;,;,;
1997_12_16,尚未配置,,;,;,;,;,;,;
1997_12_17,尚未配置,,;,;,;,;,;,;
1997_12_18,尚未配置,,;,;,;,;,;,;
1997_12_19,尚未配置,,;,;,;,;,;,;
1997_12_20,尚未配置,,;,;,;,;,;,;
1997_12_21,尚未配置,,;,;,;,;,;,;
1997_12_22,尚未配置,,;,;,;,;,;,;
1997_12_23,尚未配置,,;,;,;,;,;,;
1997_12_24,尚未配置,,;,;,;,;,;,;
1997_12_25,尚未配置,,;,;,;,;,;,;
1997_12_26,尚未配置,,;,;,;,;,;,;
1997_12_27,尚未配置,,;,;,;,;,;,;
1997_12_28,尚未配置,,;,;,;,;,;,;
1997_12_29,尚未配置,,;,;,;,;,;,;
1997_12_30,尚未配置,,;,;,;,;,;,;
1997_12_31,尚未配置,,;,;,;,;,;,;
1998_1_1,尚未配置,,;,;,;,;,;,;
1998_1_2,尚未配置,,;,;,;,;,;,;
1998_1_3,尚未配置,,;,;,;,;,;,;
1998_1_4,尚未配置,,;,;,;,;,;,;
1998_1_5,尚未配置,,;,;,;,;,;,;
1998_1_6,尚未配置,,;,;,;,;,;,;
1998_1_7,尚未配置,,;,;,;,;,;,;
1998_1_8,尚未配置,,;,;,;,;,;,;
1998_1_9,尚未配置,,;,;,;,;,;,;
1998_1_10,尚未配置,,;,;,;,;,;,;
1998_1_11,尚未配置,,;,;,;,;,;,;
1998_1_12,尚未配置,,;,;,;,;,;,;
1998_1_13,尚未配置,,;,;,;,;,;,;
1998_1_14,尚未配置,,;,;,;,;,;,;
1998_1_15,尚未配置,,;,;,;,;,;,;
1998_1_16,尚未配置,,;,;,;,;,;,;
1998_1_17,尚未配置,,;,;,;,;,;,;
1998_1_18,尚未配置,,;,;,;,;,;,;
1998_1_19,尚未配置,,;,;,;,;,;,;
1998_1_20,尚未配置,,;,;,;,;,;,;
1998_1_21,尚未配置,,;,;,;,;,;,;
1998_1_22,尚未配置,,;,;,;,;,;,;
1998_1_23,尚未配置,,;,;,;,;,;,;
1998_1_24,尚未配置,,;,;,;,;,;,;
1998_1_25,尚未配置,,;,;,;,;,;,;
1998_1_26,尚未配置,,;,;,;,;,;,;
1998_1_27,尚未配置,,;,;,;,;,;,;
1998_1_28,尚未配置,,;,;,;,;,;,;
1998_1_29,尚未配置,,;,;,;,;,;,;
1998_1_30,尚未配置,,;,;,;,;,;,;
1998_1_31,尚未配置,,;,;,;,;,;,;
1998_2_1,尚未配置,,;,;,;,;,;,;
1998_2_2,尚未配置,,;,;,;,;,;,;
1998_2_3,尚未配置,,;,;,;,;,;,;
1998_2_4,尚未配置,,;,;,;,;,;,;
1998_2_5,尚未配置,,;,;,;,;,;,;
1998_2_6,尚未配置,,;,;,;,;,;,;
1998_2_7,尚未配置,,;,;,;,;,;,;
1998_2_8,尚未配置,,;,;,;,;,;,;
1998_2_9,尚未配置,,;,;,;,;,;,;
1998_2_10,尚未配置,,;,;,;,;,;,;
1998_2_11,尚未配置,,;,;,;,;,;,;
1998_2_12,尚未配置,,;,;,;,;,;,;
1998_2_13,尚未配置,,;,;,;,;,;,;
1998_2_14,尚未配置,,;,;,;,;,;,;
1998_2_15,尚未配置,,;,;,;,;,;,;
1998_2_16,尚未配置,,;,;,;,;,;,;
1998_2_17,尚未配置,,;,;,;,;,;,;
1998_2_18,尚未配置,,;,;,;,;,;,;
1998_2_19,尚未配置,,;,;,;,;,;,;
1998_2_20,尚未配置,,;,;,;,;,;,;
1998_2_21,尚未配置,,;,;,;,;,;,;
1998_2_22,尚未配置,,;,;,;,;,;,;
1998_2_23,尚未配置,,;,;,;,;,;,;
1998_2_24,尚未配置,,;,;,;,;,;,;
1998_2_25,尚未配置,,;,;,;,;,;,;
1998_2_26,尚未配置,,;,;,;,;,;,;
1998_2_27,尚未配置,,;,;,;,;,;,;
1998_2_28,尚未配置,,;,;,;,;,;,;
1998_3_1,尚未配置,,;,;,;,;,;,;
1998_3_2,尚未配置,,;,;,;,;,;,;
1998_3_3,尚未配置,,;,;,;,;,;,;
1998_3_4,尚未配置,,;,;,;,;,;,;
1998_3_5,尚未配置,,;,;,;,;,;,;
1998_3_6,尚未配置,,;,;,;,;,;,;
1998_3_7,尚未配置,,;,;,;,;,;,;
1998_3_8,尚未配置,,;,;,;,;,;,;
1998_3_9,尚未配置,,;,;,;,;,;,;
1998_3_10,尚未配置,,;,;,;,;,;,;
1998_3_11,尚未配置,,;,;,;,;,;,;
1998_3_12,尚未配置,,;,;,;,;,;,;
1998_3_13,尚未配置,,;,;,;,;,;,;
1998_3_14,尚未配置,,;,;,;,;,;,;
1998_3_15,尚未配置,,;,;,;,;,;,;
1998_3_16,尚未配置,,;,;,;,;,;,;
1998_3_17,尚未配置,,;,;,;,;,;,;
1998_3_18,尚未配置,,;,;,;,;,;,;
1998_3_19,尚未配置,,;,;,;,;,;,;
1998_3_20,尚未配置,,;,;,;,;,;,;
1998_3_21,尚未配置,,;,;,;,;,;,;
1998_3_22,尚未配置,,;,;,;,;,;,;
1998_3_23,尚未配置,,;,;,;,;,;,;
1998_3_24,尚未配置,,;,;,;,;,;,;
1998_3_25,尚未配置,,;,;,;,;,;,;
1998_3_26,尚未配置,,;,;,;,;,;,;
1998_3_27,尚未配置,,;,;,;,;,;,;
1998_3_28,尚未配置,,;,;,;,;,;,;
1998_3_29,尚未配置,,;,;,;,;,;,;
1998_3_30,尚未配置,,;,;,;,;,;,;
1998_3_31,尚未配置,,;,;,;,;,;,;
1998_4_1,尚未配置,,;,;,;,;,;,;
1998_4_2,尚未配置,,;,;,;,;,;,;
1998_4_3,尚未配置,,;,;,;,;,;,;
1998_4_4,尚未配置,,;,;,;,;,;,;
1998_4_5,尚未配置,,;,;,;,;,;,;
1998_4_6,尚未配置,,;,;,;,;,;,;
1998_4_7,尚未配置,,;,;,;,;,;,;
1998_4_8,尚未配置,,;,;,;,;,;,;
1998_4_9,尚未配置,,;,;,;,;,;,;
1998_4_10,尚未配置,,;,;,;,;,;,;
1998_4_11,尚未配置,,;,;,;,;,;,;
1998_4_12,尚未配置,,;,;,;,;,;,;
1998_4_13,尚未配置,,;,;,;,;,;,;
1998_4_14,尚未配置,,;,;,;,;,;,;
1998_4_15,尚未配置,,;,;,;,;,;,;
1998_4_16,尚未配置,,;,;,;,;,;,;
1998_4_17,尚未配置,,;,;,;,;,;,;
1998_4_18,尚未配置,,;,;,;,;,;,;
1998_4_19,尚未配置,,;,;,;,;,;,;
1998_4_20,尚未配置,,;,;,;,;,;,;
1998_4_21,尚未配置,,;,;,;,;,;,;
1998_4_22,尚未配置,,;,;,;,;,;,;
1998_4_23,尚未配置,,;,;,;,;,;,;
1998_4_24,尚未配置,,;,;,;,;,;,;
1998_4_25,尚未配置,,;,;,;,;,;,;
1998_4_26,尚未配置,,;,;,;,;,;,;
1998_4_27,尚未配置,,;,;,;,;,;,;
1998_4_28,尚未配置,,;,;,;,;,;,;
1998_4_29,尚未配置,,;,;,;,;,;,;
1998_4_30,尚未配置,,;,;,;,;,;,;
1998_5_1,尚未配置,,;,;,;,;,;,;
1998_5_2,尚未配置,,;,;,;,;,;,;
1998_5_3,尚未配置,,;,;,;,;,;,;
1998_5_4,尚未配置,,;,;,;,;,;,;
1998_5_5,尚未配置,,;,;,;,;,;,;
1998_5_6,尚未配置,,;,;,;,;,;,;
1998_5_7,尚未配置,,;,;,;,;,;,;
1998_5_8,尚未配置,,;,;,;,;,;,;
1998_5_9,尚未配置,,;,;,;,;,;,;
1998_5_10,尚未配置,,;,;,;,;,;,;
1998_5_11,尚未配置,,;,;,;,;,;,;
1998_5_12,尚未配置,,;,;,;,;,;,;
1998_5_13,尚未配置,,;,;,;,;,;,;
1998_5_14,尚未配置,,;,;,;,;,;,;
1998_5_15,尚未配置,,;,;,;,;,;,;
1998_5_16,尚未配置,,;,;,;,;,;,;
1998_5_17,尚未配置,,;,;,;,;,;,;
1998_5_18,尚未配置,,;,;,;,;,;,;
1998_5_19,尚未配置,,;,;,;,;,;,;
1998_5_20,尚未配置,,;,;,;,;,;,;
1998_5_21,尚未配置,,;,;,;,;,;,;
1998_5_22,尚未配置,,;,;,;,;,;,;
1998_5_23,尚未配置,,;,;,;,;,;,;
1998_5_24,尚未配置,,;,;,;,;,;,;
1998_5_25,尚未配置,,;,;,;,;,;,;
1998_5_26,尚未配置,,;,;,;,;,;,;
1998_5_27,尚未配置,,;,;,;,;,;,;
1998_5_28,尚未配置,,;,;,;,;,;,;
1998_5_29,尚未配置,,;,;,;,;,;,;
1998_5_30,尚未配置,,;,;,;,;,;,;
1998_5_31,尚未配置,,;,;,;,;,;,;
1998_6_1,尚未配置,,;,;,;,;,;,;
1998_6_2,尚未配置,,;,;,;,;,;,;
1998_6_3,尚未配置,,;,;,;,;,;,;
1998_6_4,尚未配置,,;,;,;,;,;,;
1998_6_5,尚未配置,,;,;,;,;,;,;
1998_6_6,尚未配置,,;,;,;,;,;,;
1998_6_7,尚未配置,,;,;,;,;,;,;
1998_6_8,尚未配置,,;,;,;,;,;,;
1998_6_9,尚未配置,,;,;,;,;,;,;
1998_6_10,尚未配置,,;,;,;,;,;,;
1998_6_11,尚未配置,,;,;,;,;,;,;
1998_6_12,尚未配置,,;,;,;,;,;,;
1998_6_13,尚未配置,,;,;,;,;,;,;
1998_6_14,尚未配置,,;,;,;,;,;,;
1998_6_15,尚未配置,,;,;,;,;,;,;
1998_6_16,尚未配置,,;,;,;,;,;,;
1998_6_17,尚未配置,,;,;,;,;,;,;
1998_6_18,尚未配置,,;,;,;,;,;,;
1998_6_19,尚未配置,,;,;,;,;,;,;
1998_6_20,尚未配置,,;,;,;,;,;,;
1998_6_21,尚未配置,,;,;,;,;,;,;
1998_6_22,尚未配置,,;,;,;,;,;,;
1998_6_23,尚未配置,,;,;,;,;,;,;
1998_6_24,尚未配置,,;,;,;,;,;,;
1998_6_25,尚未配置,,;,;,;,;,;,;
1998_6_26,尚未配置,,;,;,;,;,;,;
1998_6_27,尚未配置,,;,;,;,;,;,;
1998_6_28,尚未配置,,;,;,;,;,;,;
1998_6_29,尚未配置,,;,;,;,;,;,;
1998_6_30,尚未配置,,;,;,;,;,;,;
1998_7_1,尚未配置,,;,;,;,;,;,;
1998_7_2,尚未配置,,;,;,;,;,;,;
1998_7_3,尚未配置,,;,;,;,;,;,;
1998_7_4,尚未配置,,;,;,;,;,;,;
1998_7_5,尚未配置,,;,;,;,;,;,;
1998_7_6,尚未配置,,;,;,;,;,;,;
1998_7_7,尚未配置,,;,;,;,;,;,;
1998_7_8,尚未配置,,;,;,;,;,;,;
1998_7_9,尚未配置,,;,;,;,;,;,;
1998_7_10,尚未配置,,;,;,;,;,;,;
1998_7_11,尚未配置,,;,;,;,;,;,;
1998_7_12,尚未配置,,;,;,;,;,;,;
1998_7_13,尚未配置,,;,;,;,;,;,;
1998_7_14,尚未配置,,;,;,;,;,;,;
1998_7_15,尚未配置,,;,;,;,;,;,;
1998_7_16,尚未配置,,;,;,;,;,;,;
1998_7_17,尚未配置,,;,;,;,;,;,;
1998_7_18,尚未配置,,;,;,;,;,;,;
1998_7_19,尚未配置,,;,;,;,;,;,;
1998_7_20,尚未配置,,;,;,;,;,;,;
1998_7_21,尚未配置,,;,;,;,;,;,;
1998_7_22,尚未配置,,;,;,;,;,;,;
1998_7_23,尚未配置,,;,;,;,;,;,;
1998_7_24,尚未配置,,;,;,;,;,;,;
1998_7_25,尚未配置,,;,;,;,;,;,;
1998_7_26,尚未配置,,;,;,;,;,;,;
1998_7_27,尚未配置,,;,;,;,;,;,;
1998_7_28,尚未配置,,;,;,;,;,;,;
1998_7_29,尚未配置,,;,;,;,;,;,;
1998_7_30,尚未配置,,;,;,;,;,;,;
1998_7_31,尚未配置,,;,;,;,;,;,;
1998_8_1,尚未配置,,;,;,;,;,;,;
1998_8_2,尚未配置,,;,;,;,;,;,;
1998_8_3,尚未配置,,;,;,;,;,;,;
1998_8_4,尚未配置,,;,;,;,;,;,;
1998_8_5,尚未配置,,;,;,;,;,;,;
1998_8_6,尚未配置,,;,;,;,;,;,;
1998_8_7,尚未配置,,;,;,;,;,;,;
1998_8_8,尚未配置,,;,;,;,;,;,;
1998_8_9,尚未配置,,;,;,;,;,;,;
1998_8_10,尚未配置,,;,;,;,;,;,;
1998_8_11,尚未配置,,;,;,;,;,;,;
1998_8_12,尚未配置,,;,;,;,;,;,;
1998_8_13,尚未配置,,;,;,;,;,;,;
1998_8_14,尚未配置,,;,;,;,;,;,;
1998_8_15,尚未配置,,;,;,;,;,;,;
1998_8_16,尚未配置,,;,;,;,;,;,;
1998_8_17,尚未配置,,;,;,;,;,;,;
1998_8_18,尚未配置,,;,;,;,;,;,;
1998_8_19,尚未配置,,;,;,;,;,;,;
1998_8_20,尚未配置,,;,;,;,;,;,;
1998_8_21,尚未配置,,;,;,;,;,;,;
1998_8_22,尚未配置,,;,;,;,;,;,;
1998_8_23,尚未配置,,;,;,;,;,;,;
1998_8_24,尚未配置,,;,;,;,;,;,;
1998_8_25,尚未配置,,;,;,;,;,;,;
1998_8_26,尚未配置,,;,;,;,;,;,;
1998_8_27,尚未配置,,;,;,;,;,;,;
1998_8_28,尚未配置,,;,;,;,;,;,;
1998_8_29,尚未配置,,;,;,;,;,;,;
1998_8_30,尚未配置,,;,;,;,;,;,;
1998_8_31,尚未配置,,;,;,;,;,;,;
1998_9_1,尚未配置,,;,;,;,;,;,;
1998_9_2,尚未配置,,;,;,;,;,;,;
1998_9_3,尚未配置,,;,;,;,;,;,;
1998_9_4,尚未配置,,;,;,;,;,;,;
1998_9_5,尚未配置,,;,;,;,;,;,;
1998_9_6,尚未配置,,;,;,;,;,;,;
1998_9_7,尚未配置,,;,;,;,;,;,;
1998_9_8,尚未配置,,;,;,;,;,;,;
1998_9_9,尚未配置,,;,;,;,;,;,;
1998_9_10,尚未配置,,;,;,;,;,;,;
1998_9_11,尚未配置,,;,;,;,;,;,;
1998_9_12,尚未配置,,;,;,;,;,;,;
1998_9_13,尚未配置,,;,;,;,;,;,;
1998_9_14,尚未配置,,;,;,;,;,;,;
1998_9_15,尚未配置,,;,;,;,;,;,;
1998_9_16,尚未配置,,;,;,;,;,;,;
1998_9_17,尚未配置,,;,;,;,;,;,;
1998_9_18,尚未配置,,;,;,;,;,;,;
1998_9_19,尚未配置,,;,;,;,;,;,;
1998_9_20,尚未配置,,;,;,;,;,;,;
1998_9_21,尚未配置,,;,;,;,;,;,;
1998_9_22,尚未配置,,;,;,;,;,;,;
1998_9_23,尚未配置,,;,;,;,;,;,;
1998_9_24,尚未配置,,;,;,;,;,;,;
1998_9_25,尚未配置,,;,;,;,;,;,;
1998_9_26,尚未配置,,;,;,;,;,;,;
1998_9_27,尚未配置,,;,;,;,;,;,;
1998_9_28,尚未配置,,;,;,;,;,;,;
1998_9_29,尚未配置,,;,;,;,;,;,;
1998_9_30,尚未配置,,;,;,;,;,;,;
1998_10_1,尚未配置,,;,;,;,;,;,;
1998_10_2,尚未配置,,;,;,;,;,;,;
1998_10_3,尚未配置,,;,;,;,;,;,;
1998_10_4,尚未配置,,;,;,;,;,;,;
1998_10_5,尚未配置,,;,;,;,;,;,;
1998_10_6,尚未配置,,;,;,;,;,;,;
1998_10_7,尚未配置,,;,;,;,;,;,;
1998_10_8,尚未配置,,;,;,;,;,;,;
1998_10_9,尚未配置,,;,;,;,;,;,;
1998_10_10,尚未配置,,;,;,;,;,;,;
1998_10_11,尚未配置,,;,;,;,;,;,;
1998_10_12,尚未配置,,;,;,;,;,;,;
1998_10_13,尚未配置,,;,;,;,;,;,;
1998_10_14,尚未配置,,;,;,;,;,;,;
1998_10_15,尚未配置,,;,;,;,;,;,;
1998_10_16,尚未配置,,;,;,;,;,;,;
1998_10_17,尚未配置,,;,;,;,;,;,;
1998_10_18,尚未配置,,;,;,;,;,;,;
1998_10_19,尚未配置,,;,;,;,;,;,;
1998_10_20,尚未配置,,;,;,;,;,;,;
1998_10_21,尚未配置,,;,;,;,;,;,;
1998_10_22,尚未配置,,;,;,;,;,;,;
1998_10_23,尚未配置,,;,;,;,;,;,;
1998_10_24,尚未配置,,;,;,;,;,;,;
1998_10_25,尚未配置,,;,;,;,;,;,;
1998_10_26,尚未配置,,;,;,;,;,;,;
1998_10_27,尚未配置,,;,;,;,;,;,;
1998_10_28,尚未配置,,;,;,;,;,;,;
1998_10_29,尚未配置,,;,;,;,;,;,;
1998_10_30,尚未配置,,;,;,;,;,;,;
1998_10_31,尚未配置,,;,;,;,;,;,;
1998_11_1,尚未配置,,;,;,;,;,;,;
1998_11_2,尚未配置,,;,;,;,;,;,;
1998_11_3,尚未配置,,;,;,;,;,;,;
1998_11_4,尚未配置,,;,;,;,;,;,;
1998_11_5,尚未配置,,;,;,;,;,;,;
1998_11_6,尚未配置,,;,;,;,;,;,;
1998_11_7,尚未配置,,;,;,;,;,;,;
1998_11_8,尚未配置,,;,;,;,;,;,;
1998_11_9,尚未配置,,;,;,;,;,;,;
1998_11_10,尚未配置,,;,;,;,;,;,;
1998_11_11,尚未配置,,;,;,;,;,;,;
1998_11_12,尚未配置,,;,;,;,;,;,;
1998_11_13,尚未配置,,;,;,;,;,;,;
1998_11_14,尚未配置,,;,;,;,;,;,;
1998_11_15,尚未配置,,;,;,;,;,;,;
1998_11_16,尚未配置,,;,;,;,;,;,;
1998_11_17,尚未配置,,;,;,;,;,;,;
1998_11_18,尚未配置,,;,;,;,;,;,;
1998_11_19,尚未配置,,;,;,;,;,;,;
1998_11_20,尚未配置,,;,;,;,;,;,;
1998_11_21,尚未配置,,;,;,;,;,;,;
1998_11_22,尚未配置,,;,;,;,;,;,;
1998_11_23,尚未配置,,;,;,;,;,;,;
1998_11_24,尚未配置,,;,;,;,;,;,;
1998_11_25,尚未配置,,;,;,;,;,;,;
1998_11_26,尚未配置,,;,;,;,;,;,;
1998_11_27,尚未配置,,;,;,;,;,;,;
1998_11_28,尚未配置,,;,;,;,;,;,;
1998_11_29,尚未配置,,;,;,;,;,;,;
1998_11_30,尚未配置,,;,;,;,;,;,;
1998_12_1,尚未配置,,;,;,;,;,;,;
1998_12_2,尚未配置,,;,;,;,;,;,;
1998_12_3,尚未配置,,;,;,;,;,;,;
1998_12_4,尚未配置,,;,;,;,;,;,;
1998_12_5,尚未配置,,;,;,;,;,;,;
1998_12_6,尚未配置,,;,;,;,;,;,;
1998_12_7,尚未配置,,;,;,;,;,;,;
1998_12_8,尚未配置,,;,;,;,;,;,;
1998_12_9,尚未配置,,;,;,;,;,;,;
1998_12_10,尚未配置,,;,;,;,;,;,;
1998_12_11,尚未配置,,;,;,;,;,;,;
1998_12_12,尚未配置,,;,;,;,;,;,;
1998_12_13,尚未配置,,;,;,;,;,;,;
1998_12_14,尚未配置,,;,;,;,;,;,;
1998_12_15,尚未配置,,;,;,;,;,;,;
1998_12_16,尚未配置,,;,;,;,;,;,;
1998_12_17,尚未配置,,;,;,;,;,;,;
1998_12_18,尚未配置,,;,;,;,;,;,;
1998_12_19,尚未配置,,;,;,;,;,;,;
1998_12_20,尚未配置,,;,;,;,;,;,;
1998_12_21,尚未配置,,;,;,;,;,;,;
1998_12_22,尚未配置,,;,;,;,;,;,;
1998_12_23,尚未配置,,;,;,;,;,;,;
1998_12_24,尚未配置,,;,;,;,;,;,;
1998_12_25,尚未配置,,;,;,;,;,;,;
1998_12_26,尚未配置,,;,;,;,;,;,;
1998_12_27,尚未配置,,;,;,;,;,;,;
1998_12_28,尚未配置,,;,;,;,;,;,;
1998_12_29,尚未配置,,;,;,;,;,;,;
1998_12_30,尚未配置,,;,;,;,;,;,;
1998_12_31,尚未配置,,;,;,;,;,;,;
1999_1_1,尚未配置,,;,;,;,;,;,;
1999_1_2,尚未配置,,;,;,;,;,;,;
1999_1_3,尚未配置,,;,;,;,;,;,;
1999_1_4,尚未配置,,;,;,;,;,;,;
1999_1_5,尚未配置,,;,;,;,;,;,;
1999_1_6,尚未配置,,;,;,;,;,;,;
1999_1_7,尚未配置,,;,;,;,;,;,;
1999_1_8,尚未配置,,;,;,;,;,;,;
1999_1_9,尚未配置,,;,;,;,;,;,;
1999_1_10,尚未配置,,;,;,;,;,;,;
1999_1_11,尚未配置,,;,;,;,;,;,;
1999_1_12,尚未配置,,;,;,;,;,;,;
1999_1_13,尚未配置,,;,;,;,;,;,;
1999_1_14,尚未配置,,;,;,;,;,;,;
1999_1_15,尚未配置,,;,;,;,;,;,;
1999_1_16,尚未配置,,;,;,;,;,;,;
1999_1_17,尚未配置,,;,;,;,;,;,;
1999_1_18,尚未配置,,;,;,;,;,;,;
1999_1_19,尚未配置,,;,;,;,;,;,;
1999_1_20,尚未配置,,;,;,;,;,;,;
1999_1_21,尚未配置,,;,;,;,;,;,;
